,Code_postal,Salaire_net_horaire_moyen_en_2014_euro
1056,34007.0,13.0
1057,34008.0,13.0
1058,34009.0,13.0
1059,34010.0,13.0
1060,34011.0,13.0
1061,34012.0,13.0
1062,34013.0,13.0
1063,34014.0,13.0
1064,34015.0,13.0
1065,34016.0,13.0
1066,34017.0,13.0
1067,34018.0,13.0
1068,34019.0,13.0
1069,34020.0,13.0
1070,34021.0,13.0
1071,34022.0,13.0
1072,34023.0,13.0
1073,34024.0,13.0
1074,34025.0,13.0
1075,34026.0,13.0
1076,34027.0,13.0
1077,34028.0,13.0
1078,34029.0,13.0
1079,34030.0,13.0
1080,34031.0,13.0
1081,34032.0,13.0
1082,34033.0,13.0
1083,34034.0,13.0
1084,34035.0,13.0
1085,34036.0,13.0
1086,34037.0,13.0
1087,34038.0,13.0
1088,34039.0,13.0
1089,34040.0,13.0
1090,34041.0,13.0
1091,34042.0,13.0
1092,34043.0,13.0
1093,34044.0,13.0
1094,34045.0,13.0
1095,34046.0,13.0
1096,34047.0,13.0
1097,34048.0,13.0
1098,34049.0,13.0
1099,34050.0,13.0
1100,34051.0,13.0
1101,34052.0,13.0
1102,34053.0,13.0
1103,34054.0,13.0
1104,34055.0,13.0
1105,34056.0,13.0
1106,34057.0,13.0
1107,34058.0,13.0
1108,34059.0,13.0
1109,34060.0,13.0
1110,34061.0,13.0
1111,34062.0,13.0
1112,34063.0,13.0
1113,34064.0,13.0
1114,34065.0,13.0
1115,34066.0,13.0
1116,34067.0,13.0
1117,34068.0,13.0
1118,34069.0,13.0
1119,34070.0,13.0
1120,34071.0,13.0
1121,34072.0,13.0
1122,34073.0,13.0
1123,34074.0,13.0
1124,34075.0,13.0
1125,34076.0,13.0
1126,34077.0,13.0
1127,34078.0,13.0
1128,34079.0,13.0
1129,34080.0,13.0
1130,34081.0,13.0
1131,34082.0,13.0
1132,34083.0,13.0
1133,34084.0,13.0
1134,34085.0,13.0
1135,34086.0,13.0
1136,34087.0,13.0
1137,34088.0,13.0
1138,34089.0,13.0
1139,34090.0,13.0
1140,34091.0,13.0
1141,34092.0,13.0
1142,34093.0,13.0
1143,34094.0,13.0
1144,34095.0,13.0
1145,34096.0,13.0
1146,34097.0,13.0
1147,34098.0,13.0
1148,34099.0,13.0
1149,34100.0,13.0
1150,34101.0,13.0
1151,34102.0,13.0
1152,34103.0,13.0
1153,34104.0,13.0
1154,34105.0,13.0
1155,34106.0,13.0
1156,34107.0,13.0
1157,34108.0,13.0
1158,34109.0,13.0
1159,34110.0,12.3
1160,34111.0,13.0
1161,34112.0,13.0
1162,34113.0,13.0
1163,34114.0,13.0
1164,34115.0,13.0
1165,34116.0,13.0
1166,34117.0,13.0
1167,34118.0,13.0
1168,34119.0,13.0
1169,34120.0,11.6
1170,34121.0,13.0
1171,34122.0,13.0
1172,34123.0,13.0
1173,34124.0,13.0
1174,34125.0,13.0
1175,34126.0,13.0
1176,34127.0,13.0
1177,34128.0,13.0
1178,34129.0,13.0
1179,34130.0,13.0
1180,34131.0,13.0
1181,34132.0,13.0
1182,34133.0,13.0
1183,34134.0,13.0
1184,34135.0,13.0
1185,34136.0,13.0
1186,34137.0,13.0
1187,34138.0,13.0
1188,34139.0,13.0
1189,34140.0,12.6
1190,34141.0,13.0
1191,34142.0,13.0
1192,34143.0,13.0
1193,34144.0,13.0
1194,34145.0,13.0
1195,34146.0,13.0
1196,34147.0,13.0
1197,34148.0,13.0
1198,34149.0,13.0
1199,34150.0,12.7
1200,34151.0,13.0
1201,34152.0,13.0
1202,34153.0,13.0
1203,34154.0,13.0
1204,34155.0,13.0
1205,34156.0,13.0
1206,34157.0,13.0
1207,34158.0,13.0
1208,34159.0,13.0
1209,34160.0,13.0
1210,34161.0,13.0
1211,34162.0,13.0
1212,34163.0,13.0
1213,34164.0,13.0
1214,34165.0,13.0
1215,34166.0,13.0
1216,34167.0,13.0
1217,34168.0,13.0
1218,34169.0,13.0
1219,34170.0,13.0
1220,34171.0,13.0
1221,34172.0,13.0
1222,34173.0,13.0
1223,34174.0,13.0
1224,34175.0,13.0
1225,34176.0,13.0
1226,34177.0,13.0
1227,34178.0,13.0
1228,34179.0,13.0
1229,34180.0,13.0
1230,34181.0,13.0
1231,34182.0,13.0
1232,34183.0,13.0
1233,34184.0,13.0
1234,34185.0,13.0
1235,34186.0,13.0
1236,34187.0,13.0
1237,34188.0,13.0
1238,34189.0,13.0
1239,34190.0,10.9
1240,34191.0,13.0
1241,34192.0,13.0
1242,34193.0,13.0
1243,34194.0,13.0
1244,34195.0,13.0
1245,34196.0,13.0
1246,34197.0,13.0
1247,34198.0,13.0
1248,34199.0,13.0
1249,34200.0,12.2
1250,34220.0,11.5
1251,34230.0,11.3
1252,34240.0,12.9
1253,34250.0,13.0
1254,34270.0,14.7
1255,34280.0,13.4
1256,34290.0,12.3
1257,34300.0,11.7
1258,34310.0,12.0
1259,34340.0,11.3
1260,34350.0,11.8
1261,34370.0,11.9
1262,34380.0,13.2
1263,34400.0,12.0
1264,34410.0,12.3
1265,34420.0,11.8
1266,34430.0,16.4
1267,34440.0,11.9
1268,34450.0,11.4
1269,34460.0,11.8
1270,34470.0,15.6
1271,34480.0,12.3
1272,34490.0,12.2
1273,34500.0,11.8
1274,34510.0,11.6
1275,34530.0,11.6
1276,34540.0,13.0
1277,34550.0,11.9
1278,34560.0,12.5
1279,34570.0,14.3
1280,34590.0,13.0
1281,34600.0,11.4
1282,34620.0,11.7
1283,34630.0,11.6
1284,34660.0,13.2
1285,34670.0,13.7
1286,34680.0,14.5
1287,34690.0,13.5
1288,34700.0,11.2
1289,34710.0,12.2
1290,34720.0,12.1
1291,34725.0,12.7
1292,34730.0,15.5
1293,34740.0,14.3
1294,34750.0,13.7
1295,34760.0,13.8
1296,34770.0,12.7
1297,34790.0,13.9
1298,34800.0,12.1
1299,34810.0,12.2
1300,34820.0,17.0
1301,34830.0,14.6
1302,34880.0,13.6
1303,34920.0,15.0
1304,34970.0,15.5
1305,34980.0,18.3
1306,34990.0,14.8
1307,35000.0,14.0
1308,35111.0,11.1
1309,35113.0,12.6
1310,35120.0,11.7
1311,35130.0,11.7
1312,35131.0,14.4
1313,35132.0,14.0
1314,35133.0,11.7
1315,35135.0,14.2
1316,35136.0,12.3
1317,35137.0,13.3
1318,35140.0,12.8
1319,35150.0,12.8
1320,35160.0,12.7
1321,35170.0,15.8
1322,35190.0,12.6
1323,35220.0,13.6
1324,35230.0,13.7
1325,35235.0,16.9
1326,35240.0,11.9
1327,35250.0,13.0
1328,35260.0,13.6
1329,35270.0,12.5
1330,35290.0,11.6
1331,35300.0,12.0
1332,35310.0,12.7
1333,35320.0,12.8
1334,35330.0,11.9
1335,35340.0,13.1
1336,35350.0,12.2
1337,35360.0,12.8
1338,35370.0,12.6
1339,35380.0,12.1
1340,35390.0,12.2
1341,35400.0,13.2
1342,35410.0,14.1
1343,35420.0,10.9
1344,35430.0,12.6
1345,35440.0,12.6
1346,35450.0,12.0
1347,35460.0,11.3
1348,35470.0,12.5
1349,35480.0,11.7
1350,35490.0,12.3
1351,35500.0,12.2
1352,35510.0,17.6
1353,35520.0,14.5
1354,35530.0,13.7
1355,35540.0,11.2
1356,35550.0,11.5
1357,35580.0,12.3
1358,35590.0,13.2
1359,35600.0,12.5
1360,35630.0,13.3
1361,35640.0,11.9
1362,35650.0,14.6
1363,35680.0,11.5
1364,35690.0,14.8
1365,35720.0,12.1
1366,35730.0,12.7
1367,35740.0,16.2
1368,35750.0,12.3
1369,35760.0,15.3
1370,35770.0,15.0
1371,35780.0,14.9
1372,35800.0,14.2
1373,35830.0,15.8
1374,35850.0,12.0
1375,35890.0,13.1
1376,36000.0,12.2
1377,36100.0,12.1
1378,36110.0,11.2
1379,36120.0,12.6
1380,36130.0,12.4
1381,36150.0,11.4
1382,36200.0,11.9
1383,36210.0,11.5
1384,36250.0,13.0
1385,36260.0,11.7
1386,36300.0,11.1
1387,36320.0,11.6
1388,36330.0,13.8
1389,36400.0,11.8
1390,36500.0,11.2
1391,36600.0,11.3
1392,36700.0,10.9
1393,37000.0,13.4
1394,37110.0,11.2
1395,37130.0,12.5
1396,37140.0,13.5
1397,37150.0,12.8
1398,37160.0,12.1
1399,37170.0,13.9
1400,37190.0,13.6
1401,37210.0,13.9
1402,37230.0,14.4
1403,37240.0,10.5
1404,37250.0,13.0
1405,37260.0,13.8
1406,37270.0,13.8
1407,37300.0,12.9
1408,37320.0,13.1
1409,37360.0,14.1
1410,37380.0,13.7
1411,37390.0,14.2
1412,37400.0,13.0
1413,37420.0,16.6
1414,37500.0,14.2
1415,37510.0,15.1
1416,37520.0,12.5
1417,37530.0,12.5
1418,37540.0,16.7
1419,37550.0,17.4
1420,37600.0,12.0
1421,37700.0,12.3
1422,37800.0,11.8
1423,38000.0,14.7
1424,38070.0,12.9
1425,38080.0,13.7
1426,38090.0,12.7
1427,38110.0,12.5
1428,38120.0,16.3
1429,38130.0,13.0
1430,38140.0,13.1
1431,38150.0,13.5
1432,38160.0,12.3
1433,38170.0,14.5
1434,38180.0,18.5
1435,38190.0,14.5
1436,38200.0,13.7
1437,38210.0,14.1
1438,38220.0,13.0
1439,38230.0,12.1
1440,38240.0,20.0
1441,38250.0,13.3
1442,38260.0,13.3
1443,38270.0,11.6
1444,38280.0,16.1
1445,38290.0,13.3
1446,38300.0,13.1
1447,38320.0,15.4
1448,38330.0,20.4
1449,38340.0,15.8
1450,38350.0,12.0
1451,38360.0,15.0
1452,38370.0,14.6
1453,38380.0,13.4
1454,38390.0,12.4
1455,38400.0,13.1
1456,38410.0,18.6
1457,38420.0,14.1
1458,38430.0,14.4
1459,38440.0,13.1
1460,38450.0,14.9
1461,38460.0,14.7
1462,38470.0,13.0
1463,38480.0,12.9
1464,38490.0,12.3
1465,38500.0,14.3
1466,38510.0,13.8
1467,38520.0,13.2
1468,38530.0,13.8
1469,38540.0,14.3
1470,38550.0,12.1
1471,38560.0,14.4
1472,38570.0,14.5
1473,38580.0,13.9
1474,38590.0,13.0
1475,38600.0,12.9
1476,38610.0,15.1
1477,38620.0,14.1
1478,38630.0,12.8
1479,38640.0,19.1
1480,38660.0,16.9
1481,38670.0,12.9
1482,38690.0,13.7
1483,38700.0,18.4
1484,38760.0,16.0
1485,38780.0,12.4
1486,38790.0,14.4
1487,38800.0,12.7
1488,38830.0,14.7
1489,38850.0,14.9
1490,38870.0,12.8
1491,38890.0,14.6
1492,38950.0,14.3
1493,38960.0,16.7
1494,39000.0,12.0
1495,39100.0,12.5
1496,39110.0,10.7
1497,39160.0,11.8
1498,39170.0,12.5
1499,39200.0,11.4
1500,39220.0,13.2
1501,39260.0,11.7
1502,39300.0,11.5
1503,39400.0,10.9
1504,39500.0,13.3
1505,39570.0,12.6
1506,39600.0,12.0
1507,39800.0,12.3
1508,40000.0,12.0
1509,40100.0,11.8
1510,40110.0,11.3
1511,40130.0,13.4
1512,40140.0,12.7
1513,40150.0,15.8
1514,40160.0,11.8
1515,40180.0,11.8
1516,40190.0,11.6
1517,40200.0,12.2
1518,40210.0,11.1
1519,40220.0,12.7
1520,40230.0,11.9
1521,40270.0,11.1
1522,40280.0,12.1
1523,40300.0,12.0
1524,40350.0,12.5
1525,40370.0,11.8
1526,40390.0,12.8
1527,40400.0,12.0
1528,40440.0,14.0
1529,40460.0,13.3
1530,40465.0,12.0
1531,40500.0,11.9
1532,40510.0,14.8
1533,40530.0,13.9
1534,40600.0,12.6
1535,40700.0,11.3
1536,40800.0,12.8
1537,40990.0,12.0
1538,41000.0,13.0
1539,41100.0,13.2
1540,41110.0,11.7
1541,41120.0,14.2
1542,41130.0,11.3
1543,41140.0,11.5
1544,41150.0,12.8
1545,41200.0,12.0
1546,41220.0,14.6
1547,41250.0,14.1
1548,41260.0,14.4
1549,41300.0,11.9
1550,41350.0,14.1
1551,41360.0,11.9
1552,41400.0,11.4
1553,41500.0,12.9
1554,41600.0,12.0
1555,41700.0,12.1
1556,41800.0,11.7
1557,42000.0,12.6
1558,42110.0,12.0
1559,42120.0,11.7
1560,42130.0,11.8
1561,42140.0,12.2
1562,42150.0,11.1
1563,42152.0,12.1
1564,42153.0,12.8
1565,42160.0,12.9
1566,42170.0,15.2
1567,42190.0,11.3
1568,42210.0,13.1
1569,42220.0,12.1
1570,42230.0,12.7
1571,42240.0,12.5
1572,42270.0,15.8
1573,42290.0,14.6
1574,42300.0,11.5
1575,42320.0,12.4
1576,42330.0,15.7
1577,42340.0,13.9
1578,42350.0,13.5
1579,42360.0,11.7
1580,42370.0,13.4
1581,42390.0,14.1
1582,42400.0,12.4
1583,42410.0,13.7
1584,42420.0,12.4
1585,42450.0,12.5
1586,42480.0,16.1
1587,42490.0,12.8
1588,42500.0,11.3
1589,42510.0,11.9
1590,42530.0,14.7
1591,42570.0,14.5
1592,42580.0,20.3
1593,42600.0,12.7
1594,42610.0,13.0
1595,42650.0,13.8
1596,42660.0,13.6
1597,42680.0,13.4
1598,42700.0,11.6
1599,42720.0,11.7
1600,42740.0,13.5
1601,42800.0,12.3
1602,43000.0,11.8
1603,43100.0,11.4
1604,43110.0,13.0
1605,43120.0,13.1
1606,43130.0,11.7
1607,43140.0,12.3
1608,43190.0,11.3
1609,43200.0,11.9
1610,43210.0,12.8
1611,43220.0,12.0
1612,43240.0,12.1
1613,43250.0,11.7
1614,43300.0,11.1
1615,43330.0,13.9
1616,43350.0,11.4
1617,43400.0,11.8
1618,43500.0,11.2
1619,43590.0,12.5
1620,43600.0,12.0
1621,43620.0,12.5
1622,43700.0,12.0
1623,43750.0,12.3
1624,43770.0,12.4
1625,44000.0,14.7
1626,44110.0,12.0
1627,44115.0,15.8
1628,44116.0,12.2
1629,44117.0,14.6
1630,44118.0,13.5
1631,44119.0,14.2
1632,44120.0,16.1
1633,44130.0,12.4
1634,44140.0,11.5
1635,44150.0,13.0
1636,44160.0,12.2
1637,44170.0,11.6
1638,44190.0,11.8
1639,44210.0,14.5
1640,44220.0,13.6
1641,44230.0,14.3
1642,44240.0,16.6
1643,44250.0,14.2
1644,44260.0,13.2
1645,44270.0,11.8
1646,44290.0,11.7
1647,44310.0,12.2
1648,44320.0,11.7
1649,44330.0,12.5
1650,44340.0,13.4
1651,44350.0,12.5
1652,44360.0,13.1
1653,44370.0,11.9
1654,44380.0,15.3
1655,44390.0,12.3
1656,44400.0,13.4
1657,44410.0,12.1
1658,44420.0,12.7
1659,44430.0,12.7
1660,44440.0,11.7
1661,44450.0,12.8
1662,44460.0,11.4
1663,44470.0,14.8
1664,44480.0,12.8
1665,44490.0,12.6
1666,44500.0,16.2
1667,44510.0,13.1
1668,44521.0,12.8
1669,44522.0,12.6
1670,44530.0,11.9
1671,44540.0,11.2
1672,44550.0,12.4
1673,44560.0,12.1
1674,44570.0,12.0
1675,44580.0,12.0
1676,44590.0,11.9
1677,44600.0,13.0
1678,44610.0,13.9
1679,44620.0,13.5
1680,44630.0,12.2
1681,44640.0,13.0
1682,44650.0,11.3
1683,44660.0,11.6
1684,44680.0,12.0
1685,44690.0,12.3
1686,44700.0,16.2
1687,44710.0,13.3
1688,44720.0,12.5
1689,44730.0,12.7
1690,44740.0,12.5
1691,44750.0,13.2
1692,44760.0,13.1
1693,44770.0,12.5
1694,44780.0,12.3
1695,44800.0,13.3
1696,44810.0,13.3
1697,44830.0,14.0
1698,44840.0,14.3
1699,44850.0,13.1
1700,44860.0,13.6
1701,44880.0,18.2
1702,44980.0,14.7
1703,45000.0,13.7
1704,45110.0,13.6
1705,45120.0,11.6
1706,45130.0,13.5
1707,45140.0,12.3
1708,45150.0,13.9
1709,45160.0,16.3
1710,45170.0,12.9
1711,45190.0,13.8
1712,45200.0,12.3
1713,45210.0,13.2
1714,45220.0,13.0
1715,45240.0,13.6
1716,45250.0,13.1
1717,45260.0,13.1
1718,45290.0,13.0
1719,45300.0,11.9
1720,45310.0,12.2
1721,45320.0,12.4
1722,45330.0,12.8
1723,45360.0,13.3
1724,45370.0,14.2
1725,45380.0,13.6
1726,45390.0,12.9
1727,45400.0,13.1
1728,45420.0,12.3
1729,45430.0,14.8
1730,45450.0,14.4
1731,45470.0,14.1
1732,45500.0,12.9
1733,45510.0,13.3
1734,45520.0,13.1
1735,45550.0,13.7
1736,45560.0,16.0
1737,45570.0,16.3
1738,45590.0,16.3
1739,45600.0,13.1
1740,45640.0,15.0
1741,45650.0,15.4
1742,45680.0,13.0
1743,45700.0,12.8
1744,45720.0,12.9
1745,45730.0,13.2
1746,45740.0,13.3
1747,45750.0,15.2
1748,45760.0,15.9
1749,45770.0,13.2
1750,45800.0,13.6
1751,46000.0,12.1
1752,46090.0,13.2
1753,46100.0,12.7
1754,46200.0,11.2
1755,46220.0,11.1
1756,46300.0,11.8
1757,46400.0,12.4
1758,46500.0,12.7
1759,46700.0,10.9
1760,47000.0,12.3
1761,47110.0,10.6
1762,47140.0,11.6
1763,47150.0,11.3
1764,47190.0,11.3
1765,47200.0,11.7
1766,47220.0,11.8
1767,47230.0,11.5
1768,47240.0,12.6
1769,47300.0,11.4
1770,47320.0,11.7
1771,47390.0,12.5
1772,47400.0,11.3
1773,47440.0,11.8
1774,47450.0,12.6
1775,47480.0,13.1
1776,47500.0,10.9
1777,47510.0,13.7
1778,47520.0,12.4
1779,47550.0,12.5
1780,47600.0,11.7
1781,47700.0,11.7
1782,47800.0,10.3
1783,48000.0,11.6
1784,48100.0,11.3
1785,48200.0,11.2
1786,48300.0,11.3
1787,48500.0,11.6
1788,49000.0,13.1
1789,49070.0,14.2
1790,49080.0,16.6
1791,49110.0,11.5
1792,49112.0,12.5
1793,49120.0,11.6
1794,49122.0,11.4
1795,49124.0,13.1
1796,49125.0,13.0
1797,49130.0,13.3
1798,49140.0,12.3
1799,49150.0,11.6
1800,49160.0,11.2
1801,49170.0,12.5
1802,49190.0,13.0
1803,49220.0,11.7
1804,49230.0,11.9
1805,49240.0,14.9
1806,49250.0,11.9
1807,49260.0,11.2
1808,49270.0,11.5
1809,49280.0,12.1
1810,49290.0,12.7
1811,49300.0,12.7
1812,49310.0,11.4
1813,49320.0,12.6
1814,49330.0,11.3
1815,49340.0,12.2
1816,49350.0,11.4
1817,49360.0,11.9
1818,49370.0,11.6
1819,49400.0,12.4
1820,49410.0,12.1
1821,49420.0,11.8
1822,49430.0,12.1
1823,49440.0,11.6
1824,49450.0,11.7
1825,49460.0,12.8
1826,49480.0,13.3
1827,49500.0,12.0
1828,49510.0,11.4
1829,49520.0,11.1
1830,49530.0,12.1
1831,49570.0,12.2
1832,49600.0,11.3
1833,49610.0,13.2
1834,49620.0,11.4
1835,49650.0,12.0
1836,49660.0,11.7
1837,49670.0,11.0
1838,49680.0,11.4
1839,49700.0,11.0
1840,49710.0,11.3
1841,49800.0,12.0
1842,50000.0,12.3
1843,50100.0,13.9
1844,50110.0,13.2
1845,50120.0,14.2
1846,50160.0,11.9
1847,50170.0,11.1
1848,50180.0,14.0
1849,50190.0,11.1
1850,50200.0,11.6
1851,50220.0,11.6
1852,50230.0,14.5
1853,50240.0,11.6
1854,50260.0,13.8
1855,50270.0,14.7
1856,50290.0,12.7
1857,50300.0,11.7
1858,50310.0,10.6
1859,50340.0,16.9
1860,50350.0,13.2
1861,50370.0,11.5
1862,50380.0,14.3
1863,50390.0,11.8
1864,50400.0,12.4
1865,50410.0,11.7
1866,50430.0,11.5
1867,50460.0,14.3
1868,50470.0,12.6
1869,50500.0,11.7
1870,50560.0,13.0
1871,50570.0,12.0
1872,50600.0,11.4
1873,50610.0,14.4
1874,50700.0,13.1
1875,50710.0,11.4
1876,50800.0,11.0
1877,50890.0,12.4
1878,51000.0,12.3
1879,51100.0,13.3
1880,51110.0,13.9
1881,51120.0,12.7
1882,51130.0,13.1
1883,51140.0,15.6
1884,51160.0,12.9
1885,51170.0,11.9
1886,51200.0,13.0
1887,51210.0,12.0
1888,51230.0,12.2
1889,51300.0,11.5
1890,51340.0,11.5
1891,51350.0,15.0
1892,51370.0,13.7
1893,51400.0,11.6
1894,51420.0,14.3
1895,51430.0,14.2
1896,51450.0,14.5
1897,51460.0,14.2
1898,51470.0,12.6
1899,51500.0,16.9
1900,51510.0,13.0
1901,51520.0,15.5
1902,51600.0,11.2
1903,51700.0,12.8
1904,51800.0,11.6
1905,52000.0,12.4
1906,52100.0,11.8
1907,52130.0,11.8
1908,52200.0,12.3
1909,52220.0,11.3
1910,52290.0,12.2
1911,52300.0,12.2
1912,52400.0,12.1
1913,52600.0,11.8
1914,52800.0,12.1
1915,53000.0,13.0
1916,53100.0,12.3
1917,53110.0,12.0
1918,53120.0,10.9
1919,53150.0,11.8
1920,53170.0,11.8
1921,53200.0,12.1
1922,53210.0,12.3
1923,53230.0,11.5
1924,53240.0,12.2
1925,53260.0,12.3
1926,53300.0,11.6
1927,53360.0,11.2
1928,53400.0,12.1
1929,53410.0,12.0
1930,53500.0,11.3
1931,53600.0,11.7
1932,53700.0,11.3
1933,53800.0,11.1
1934,53810.0,14.9
1935,53940.0,12.6
1936,53950.0,12.7
1937,53960.0,14.1
1938,53970.0,13.4
1939,54000.0,14.1
1940,54110.0,12.3
1941,54120.0,12.6
1942,54130.0,13.6
1943,54135.0,13.4
1944,54136.0,13.8
1945,54140.0,12.4
1946,54150.0,12.8
1947,54180.0,15.7
1948,54190.0,11.6
1949,54200.0,12.0
1950,54210.0,12.8
1951,54220.0,14.1
1952,54230.0,12.4
1953,54240.0,11.8
1954,54250.0,13.0
1955,54260.0,11.4
1956,54270.0,13.3
1957,54280.0,13.7
1958,54300.0,11.8
1959,54310.0,11.8
1960,54320.0,11.9
1961,54340.0,11.9
1962,54350.0,11.3
1963,54360.0,12.7
1964,54380.0,12.6
1965,54390.0,12.5
1966,54400.0,11.4
1967,54410.0,13.8
1968,54420.0,14.3
1969,54430.0,11.9
1970,54440.0,11.3
1971,54460.0,13.7
1972,54500.0,12.5
1973,54510.0,12.8
1974,54520.0,14.5
1975,54530.0,13.1
1976,54560.0,13.0
1977,54570.0,11.9
1978,54580.0,12.0
1979,54590.0,12.6
1980,54600.0,15.7
1981,54630.0,15.2
1982,54640.0,12.6
1983,54670.0,13.0
1984,54690.0,17.7
1985,54700.0,12.9
1986,54710.0,15.3
1987,54720.0,13.0
1988,54750.0,12.5
1989,54800.0,12.3
1990,54810.0,11.7
1991,54840.0,14.8
1992,54860.0,12.0
1993,54910.0,13.4
1994,55000.0,12.3
1995,55100.0,12.1
1996,55140.0,11.8
1997,55170.0,12.5
1998,55200.0,11.8
1999,55240.0,11.6
2000,55300.0,12.9
2001,55400.0,11.3
2002,55430.0,12.0
2003,55500.0,12.3
2004,55600.0,11.6
2005,55700.0,11.9
2006,55800.0,11.9
2007,55840.0,12.1
2008,56000.0,13.6
2009,56100.0,12.4
2010,56110.0,11.2
2011,56120.0,11.6
2012,56130.0,11.6
2013,56140.0,12.7
2014,56150.0,11.8
2015,56170.0,11.4
2016,56190.0,11.1
2017,56200.0,11.8
2018,56220.0,11.4
2019,56230.0,11.9
2020,56240.0,11.2
2021,56250.0,12.0
2022,56260.0,19.4
2023,56270.0,15.0
2024,56290.0,13.0
2025,56300.0,12.0
2026,56320.0,11.6
2027,56330.0,11.9
2028,56340.0,12.2
2029,56350.0,11.7
2030,56360.0,11.0
2031,56370.0,12.7
2032,56380.0,12.2
2033,56390.0,12.1
2034,56400.0,12.2
2035,56410.0,12.3
2036,56420.0,11.2
2037,56430.0,11.3
2038,56440.0,11.8
2039,56450.0,13.3
2040,56460.0,11.4
